rank	chromosome	start	end	pvalue	Number of nearby TSS	closest tx id	closest tx name	closest tx biotype	distance to tss
#372	9	124177000	124178000	0.0060255648490942	0	-	-	-	-
#373	13	128768000	128769000	0.0060255648490942	1	ensssct00000088165	-	lncrna	5240
#374	2	107229000	107230000	0.0060255648490942	0	-	-	-	-
#375	10	8771000	8772000	0.0060255648490942	1	ensssct00000070347	-	lncrna	-1893
#376	4	50280000	50281000	0.0060255648490942	0	-	-	-	-
#377	15	133767000	133768000	0.0060255648490942	1	ensssct00000077483	-	pseudogene	-8850
#378	2	100000	101000	0.0060255648490942	6	ensssct00000015912	pgghg-201	protein_coding	-746
#379	4	80283000	80284000	0.0061581198461574	0	-	-	-	-
#380	3	93805000	93806000	0.0061581198461574	0	-	-	-	-
#381	11	57169000	57170000	0.0061581198461574	0	-	-	-	-
#382	12	59816000	59817000	0.0061581198461574	5	ensssct00000067531	ulk2-203	protein_coding	-9045
#383	13	205479000	205480000	0.0061581198461574	0	-	-	-	-
#384	15	56589000	56590000	0.0061581198461574	0	-	-	-	-
#385	6	53921000	53922000	0.0061581198461574	1	ensssct00000027392	sult2b1-201	protein_coding	6248
#386	1	266945000	266946000	0.0061581198461574	0	-	-	-	-
#387	17	11314000	11315000	0.0061581198461574	0	-	-	-	-
#388	13	53983000	53984000	0.0061581198461574	0	-	-	-	-
#389	1	7599000	7600000	0.0061581198461574	8	ensssct00000020200	-	snorna	0
#390	12	14801000	14802000	0.0061581198461574	2	ensssct00000018810	tex2-203	protein_coding	4692
#391	9	339000	340000	0.0061581198461574	0	-	-	-	-
#392	9	698000	699000	0.0061581198461574	2	ensssct00000089156	dennd2b-205	protein_coding	-4451
#393	3	36685000	36686000	0.0061581198461574	0	-	-	-	-
#394	11	18667000	18668000	0.0061581198461574	0	-	-	-	-
#395	5	1197000	1198000	0.0061581198461574	0	-	-	-	-
#396	7	1479000	1480000	0.0061581198461574	4	ensssct00000068794	-	lncrna	1396
#397	4	4081000	4082000	0.0061581198461574	1	ensssct00000079082	u6.872-201	snrna	8671
#398	14	61029000	61030000	0.0061581198461574	5	ensssct00000046214	-	protein_coding	89
#399	4	95227000	95228000	0.0061581198461574	1	ensssct00000007169	ube2q1-201	protein_coding	-6133
#400	6	163839000	163840000	0.0061581198461574	0	-	-	-	-
#401	12	51762000	51763000	0.0062282545041165	0	-	-	-	-
#402	2	979000	980000	0.0062282545041165	4	ensssct00000083978	mob2-203	protein_coding	-7797
#403	8	123354000	123355000	0.0062282545041165	0	-	-	-	-
#404	9	105584000	105585000	0.0062282545041165	0	-	-	-	-
#405	5	27620000	27621000	0.0062282545041165	0	-	-	-	-
#406	15	130814000	130815000	0.0062282545041165	0	-	-	-	-
#407	7	11019000	11020000	0.0064465240468739	0	-	-	-	-
#408	X	124474000	124475000	0.0065000446953597	1	ensssct00000033187	bcap31-201	protein_coding	9743
#409	12	59790000	59791000	0.0065642302356037	0	-	-	-	-
#410	4	130563000	130564000	0.0065642302356037	0	-	-	-	-
#411	1	114796000	114797000	0.0065925093364919	0	-	-	-	-
#412	3	48864000	48865000	0.0065925093364919	2	ensssct00000008920	uxs1-201	protein_coding	5948
#413	14	111055000	111056000	0.0065925093364919	0	-	-	-	-
#414	16	79212000	79213000	0.0065925093364919	0	-	-	-	-
#415	9	131847000	131848000	0.0065925093364919	0	-	-	-	-
#416	17	19594000	19595000	0.0065925093364919	0	-	-	-	-
#417	6	7232000	7233000	0.0065925093364919	1	ensssct00000040173	atmin-201	protein_coding	-8845
#418	5	297000	298000	0.0066796219806852	0	-	-	-	-
#419	3	4976000	4977000	0.0066796219806852	0	-	-	-	-
#420	4	66755000	66756000	0.0066915378693669	0	-	-	-	-
#421	8	18502000	18503000	0.0066915378693669	0	-	-	-	-
#422	1	140553000	140554000	0.0066915378693669	0	-	-	-	-
#423	6	10241000	10242000	0.0066915378693669	0	-	-	-	-
#424	1	113437000	113438000	0.0066915378693669	0	-	-	-	-
#425	11	5912000	5913000	0.0066915378693669	2	ensssct00000066586	-	lncrna	196
#426	1	1888000	1889000	0.0066915378693669	0	-	-	-	-
#427	14	15276000	15277000	0.0066915378693669	0	-	-	-	-
#428	3	705000	706000	0.0066915378693669	2	ensssct00000008284	-	protein_coding	-3243
#429	14	140645000	140646000	0.0066915378693669	1	ensssct00000022988	pwwp2b-201	protein_coding	-9035
#430	4	129210000	129211000	0.0066915378693669	0	-	-	-	-
#431	16	50950000	50951000	0.0066915378693669	0	-	-	-	-
#432	2	2991000	2992000	0.0066915378693669	0	-	-	-	-
#433	7	119852000	119853000	0.0066915378693669	0	-	-	-	-
#434	13	207750000	207751000	0.0066938421622747	0	-	-	-	-
#435	9	797000	798000	0.006695529532199	0	-	-	-	-
#436	16	78251000	78252000	0.0067243158914774	0	-	-	-	-
#437	6	145844000	145845000	0.006760293743737	0	-	-	-	-
#438	6	98868000	98869000	0.0067683922073643	0	-	-	-	-
#439	6	131973000	131974000	0.0067683922073643	0	-	-	-	-
#440	6	75487000	75488000	0.0067683922073643	1	ensssct00000083684	szrd1-206	protein_coding	-9838
#441	6	15747000	15748000	0.0067683922073643	0	-	-	-	-
#442	6	71245000	71246000	0.0067683922073643	4	ensssct00000078189	masp2-202	protein_coding	-1126
#443	6	43216000	43217000	0.0067683922073643	0	-	-	-	-
#444	6	165111000	165112000	0.0067683922073643	1	ensssct00000075050	-	protein_coding	6337
#445	11	77532000	77533000	0.0067683922073643	0	-	-	-	-
#446	15	45539000	45540000	0.0067683922073643	1	ensssct00000078825	-	lncrna	3290
#447	6	51690000	51691000	0.0067683922073643	0	-	-	-	-
#448	12	4455000	4456000	0.0067683922073643	0	-	-	-	-
#449	13	26657000	26658000	0.0067683922073643	0	-	-	-	-
#450	4	108482000	108483000	0.0067683922073643	0	-	-	-	-
#451	8	131648000	131649000	0.0067683922073643	0	-	-	-	-
#452	12	53398000	53399000	0.0067683922073643	5	ensssct00000024863	tmem107-201	protein_coding	-949
#453	2	29777000	29778000	0.0067683922073643	0	-	-	-	-
#454	2	65039000	65040000	0.0067683922073643	0	-	-	-	-
#455	1	265745000	265746000	0.0067683922073643	0	-	-	-	-
#456	18	9774000	9775000	0.0067683922073643	0	-	-	-	-
#457	10	63076000	63077000	0.0067683922073643	0	-	-	-	-
#458	18	8791000	8792000	0.0067683922073643	0	-	-	-	-
#459	1	82453000	82454000	0.0067683922073643	0	-	-	-	-
#460	15	45107000	45108000	0.0067683922073643	0	-	-	-	-
#461	8	80607000	80608000	0.0067683922073643	0	-	-	-	-
#462	3	97003000	97004000	0.0067683922073643	0	-	-	-	-
#463	1	166495000	166496000	0.0067683922073643	0	-	-	-	-
#464	4	76399000	76400000	0.0067683922073643	0	-	-	-	-
#465	4	85051000	85052000	0.0067683922073643	0	-	-	-	-
#466	1	111313000	111314000	0.0067683922073643	0	-	-	-	-
#467	3	70304000	70305000	0.0067683922073643	0	-	-	-	-
#468	16	79746000	79747000	0.0069006113967752	0	-	-	-	-
#469	17	43597000	43598000	0.0069228469595567	0	-	-	-	-
#470	AEMK02000597.1	11000	12000	0.0070845786273824	1	ensssct00000039769	-	protein_coding	-5123
#471	17	38394000	38395000	0.0070855445026	0	-	-	-	-
#472	8	1535000	1536000	0.0070972040415032	0	-	-	-	-
#473	2	10174000	10175000	0.0071052903422845	4	ensssct00000014314	ddb1-201	protein_coding	-2501
#474	14	3956000	3957000	0.0071052903422845	1	ensssct00000070606	-	lncrna	5260
#475	2	58176000	58177000	0.0071052903422845	0	-	-	-	-
#476	15	133963000	133964000	0.0071052903422845	1	ensssct00000017754	-	protein_coding	4693
#477	10	44082000	44083000	0.0071052903422845	0	-	-	-	-
#478	10	39096000	39097000	0.0071052903422845	0	-	-	-	-
#479	10	32601000	32602000	0.0071052903422845	0	-	-	-	-
#480	8	46539000	46540000	0.0071052903422845	0	-	-	-	-
#481	3	93809000	93810000	0.0071052903422845	0	-	-	-	-
#482	9	67580000	67581000	0.0071052903422845	2	ensssct00000056679	pigr-203	protein_coding	-5332
#483	15	137713000	137714000	0.0071052903422845	2	ensssct00000026827	klhl30-202	protein_coding	-3669
#484	8	81683000	81684000	0.0071052903422845	0	-	-	-	-
#485	3	113085000	113086000	0.0071052903422845	0	-	-	-	-
#486	6	13758000	13759000	0.0071052903422845	0	-	-	-	-
#487	9	4075000	4076000	0.0071052903422845	2	ensssct00000058252	-	protein_coding	-2809
#488	8	103086000	103087000	0.0071052903422845	0	-	-	-	-
#489	13	1594000	1595000	0.0071052903422845	0	-	-	-	-
#490	10	8994000	8995000	0.0071052903422845	0	-	-	-	-
#491	9	134694000	134695000	0.0071052903422845	0	-	-	-	-
#492	9	2584000	2585000	0.0071052903422845	0	-	-	-	-
#493	13	134834000	134835000	0.0071052903422845	4	ensssct00000045195	snx4-204	protein_coding	-9925
#494	16	5845000	5846000	0.0071052903422845	0	-	-	-	-
#495	15	100668000	100669000	0.0071052903422845	0	-	-	-	-
#496	AEMK02000682.1	934000	935000	0.0071052903422845	3	ensssct00000041360	agpat2-201	protein_coding	1921
#497	X	33369000	33370000	0.0071052903422845	1	ensssct00000027678	-	protein_coding	0
#498	6	136969000	136970000	0.0071052903422845	0	-	-	-	-
#499	Y	7968000	7969000	0.0071052903422845	0	-	-	-	-
#500	11	73425000	73426000	0.0071052903422845	0	-	-	-	-
#501	6	57216000	57217000	0.0071052903422845	0	-	-	-	-
#502	3	15859000	15860000	0.0071052903422845	1	ensssct00000067440	-	protein_coding	6560
#503	1	181493000	181494000	0.0071052903422845	1	ensssct00000040747	-	protein_coding	-7411
#504	1	262238000	262239000	0.0071052903422845	0	-	-	-	-
#505	11	28385000	28386000	0.0071052903422845	0	-	-	-	-
#506	18	5315000	5316000	0.0071052903422845	0	-	-	-	-
#507	12	35153000	35154000	0.0071052903422845	0	-	-	-	-
#508	17	62330000	62331000	0.0071052903422845	1	ensssct00000069497	ythdf1-204	protein_coding	9456
#509	12	11952000	11953000	0.0071052903422845	0	-	-	-	-
#510	13	121805000	121806000	0.0071052903422845	4	ensssct00000086037	-	protein_coding	7293
#511	12	13944000	13945000	0.0071052903422845	0	-	-	-	-
#512	11	11685000	11686000	0.0071052903422845	0	-	-	-	-
#513	9	24145000	24146000	0.0071052903422845	0	-	-	-	-
#514	3	40729000	40730000	0.0071052903422845	2	ensssct00000084495	-	protein_coding	8135
#515	1	3466000	3467000	0.0071052903422845	0	-	-	-	-
#516	14	32589000	32590000	0.0071052903422845	0	-	-	-	-
#517	5	12380000	12381000	0.0071052903422845	0	-	-	-	-
#518	AEMK02000682.1	1265000	1266000	0.0071052903422845	7	ensssct00000050644	sec16a-206	protein_coding	-2393
#519	10	8242000	8243000	0.0071052903422845	0	-	-	-	-
#520	13	207222000	207223000	0.0071625377092952	1	ensssct00000055170	trpm2-202	protein_coding	-9543
#521	3	7898000	7899000	0.0071625377092952	0	-	-	-	-
#522	12	52375000	52376000	0.0072099793137063	0	-	-	-	-
#523	2	142246000	142247000	0.0072099793137063	0	-	-	-	-
#524	15	76817000	76818000	0.0072099793137063	0	-	-	-	-
#525	6	318000	319000	0.0072439939843254	4	ensssct00000052316	vps9d1-201	protein_coding	-4218
#526	13	204731000	204732000	0.0072439939843254	1	ensssct00000086326	-	lncrna	8024
#527	2	4201000	4202000	0.0072439939843254	3	ensssct00000058979	-	protein_coding	-6424
#528	6	44047000	44048000	0.0072439939843254	0	-	-	-	-
#529	15	32209000	32210000	0.0072439939843254	2	ensssct00000037941	nipa2-201	protein_coding	-6665
#530	1	265791000	265792000	0.0072439939843254	0	-	-	-	-
#531	5	104261000	104262000	0.0072439939843254	0	-	-	-	-
#532	3	7045000	7046000	0.0072439939843254	0	-	-	-	-
#533	13	53772000	53773000	0.0072439939843254	0	-	-	-	-
#534	12	13194000	13195000	0.0072439939843254	0	-	-	-	-
#535	12	36561000	36562000	0.0072439939843254	1	ensssct00000068389	-	protein_coding	-2195
#536	16	78929000	78930000	0.0072439939843254	0	-	-	-	-
#537	AEMK02000485.1	30000	31000	0.0072439939843254	0	-	-	-	-
#538	13	35990000	35991000	0.0072439939843254	3	ensssct00000012537	actr8-201	protein_coding	-2859
#539	10	48711000	48712000	0.0072439939843254	0	-	-	-	-
#540	17	57931000	57932000	0.0072439939843254	2	ensssct00000008222	pck1-202	protein_coding	-416
#541	10	65094000	65095000	0.0072439939843254	0	-	-	-	-
#542	9	129800000	129801000	0.0072439939843254	1	ensssct00000076040	-	lncrna	8879
#543	5	2731000	2732000	0.0072439939843254	0	-	-	-	-
#544	13	24062000	24063000	0.007322660765973	3	ensssct00000012334	rpsa-201	protein_coding	9527
#545	14	134100000	134101000	0.0073613340382177	0	-	-	-	-
#546	6	166988000	166989000	0.0073617774237776	1	ensssct00000004352	eri3-207	protein_coding	-1580
#547	7	25046000	25047000	0.007446028647442	6	ensssct00000001619	hla-dob-203	protein_coding	-8049
#548	14	35855000	35856000	0.007446028647442	0	-	-	-	-
#549	6	50715000	50716000	0.007446028647442	2	ensssct00000003408	znf404-201	protein_coding	5480
#550	5	14825000	14826000	0.007446028647442	2	ensssct00000000183	tex49-202	protein_coding	-2178
#551	AEMK02000682.1	1666000	1667000	0.007446028647442	4	ensssct00000065487	ubac1-204	protein_coding	-8651
#552	8	10329000	10330000	0.007446028647442	1	ensssct00000090734	-	lncrna	3572
#553	6	36333000	36334000	0.007446028647442	2	ensssct00000056260	siah1-201	protein_coding	3806
#554	1	168308000	168309000	0.007446028647442	0	-	-	-	-
#555	17	26819000	26820000	0.007446028647442	4	ensssct00000079218	-	protein_coding	-3482
#556	4	78611000	78612000	0.007446028647442	0	-	-	-	-
#557	4	120925000	120926000	0.007446028647442	0	-	-	-	-
#558	10	10233000	10234000	0.007446028647442	1	ensssct00000022102	-	snrna	-6510
#559	14	136712000	136713000	0.007446028647442	0	-	-	-	-
#560	12	1367000	1368000	0.007446028647442	0	-	-	-	-
#561	18	3992000	3993000	0.007446028647442	0	-	-	-	-
#562	2	80197000	80198000	0.007446028647442	3	ensssct00000015327	-	protein_coding	-2831
#563	5	90726000	90727000	0.007446028647442	0	-	-	-	-
#564	6	97863000	97864000	0.007446028647442	0	-	-	-	-
#565	11	78696000	78697000	0.007446028647442	0	-	-	-	-
#566	3	112453000	112454000	0.007446028647442	0	-	-	-	-
#567	15	46195000	46196000	0.0074506122508297	3	ensssct00000059379	slc25a4-202	protein_coding	-1254
#568	10	58238000	58239000	0.0074506122508297	0	-	-	-	-
#569	2	138054000	138055000	0.0075097137609046	1	ensssct00000027552	il9-201	protein_coding	-1412
#570	17	51383000	51384000	0.0075097137609046	0	-	-	-	-
#571	4	129154000	129155000	0.0075097137609046	0	-	-	-	-
#572	7	7447000	7448000	0.0075581998107105	2	ensssct00000033062	pak1ip1-201	protein_coding	-2211
#573	13	189833000	189834000	0.0075581998107105	0	-	-	-	-
#574	16	23195000	23196000	0.0075581998107105	1	ensssct00000078121	-	lncrna	-8782
#575	10	48461000	48462000	0.0076933551198257	2	ensssct00000042324	ucma-201	protein_coding	-238
#576	14	131215000	131216000	0.0076933551198257	0	-	-	-	-
#577	3	5479000	5480000	0.0076970987435434	0	-	-	-	-
#578	14	124836000	124837000	0.007763966371576	0	-	-	-	-
#579	3	14868000	14869000	0.0078690426516793	0	-	-	-	-
#580	6	23738000	23739000	0.0078869829959155	1	ensssct00000081988	-	lncrna	553
#581	3	26055000	26056000	0.0079386775360902	0	-	-	-	-
#582	2	715000	716000	0.0079386775360902	1	ensssct00000064583	-	protein_coding	-3404
#583	3	93480000	93481000	0.0079386775360902	0	-	-	-	-
#584	18	52641000	52642000	0.0079386775360902	0	-	-	-	-
#585	17	61679000	61680000	0.0079386775360902	0	-	-	-	-
#586	14	48805000	48806000	0.0079386775360902	1	ensssct00000034375	-	protein_coding	-4735
#587	9	129389000	129390000	0.0079386775360902	0	-	-	-	-
#588	10	64886000	64887000	0.0079386775360902	1	ensssct00000063863	-	snorna	-2234
#589	13	18710000	18711000	0.0079386775360902	0	-	-	-	-
#590	12	20715000	20716000	0.0079386775360902	3	ensssct00000018962	nkiras2-201	protein_coding	7704
#591	6	55028000	55029000	0.0079514206240137	0	-	-	-	-
#592	14	41724000	41725000	0.0079514206240137	0	-	-	-	-
#593	15	95111000	95112000	0.0079514206240137	0	-	-	-	-
#594	18	19844000	19845000	0.0079514206240137	1	ensssct00000018051	opn1sw-201	protein_coding	-7547
#595	1	54865000	54866000	0.0079514206240137	1	ensssct00000078240	-	protein_coding	-5371
#596	7	117691000	117692000	0.0079514206240137	0	-	-	-	-
#597	1	186807000	186808000	0.0079514206240137	0	-	-	-	-
#598	8	6072000	6073000	0.0079514206240137	4	ensssct00000085853	zbtb49-202	protein_coding	8303
#599	13	29919000	29920000	0.0079514206240137	0	-	-	-	-
#600	9	134244000	134245000	0.0079514206240137	0	-	-	-	-
#601	13	205189000	205190000	0.0079514206240137	0	-	-	-	-
#602	5	89067000	89068000	0.0079514206240137	0	-	-	-	-
#603	6	89768000	89769000	0.0079514206240137	1	ensssct00000087236	-	lncrna	-7206
#604	1	51279000	51280000	0.0079514206240137	1	ensssct00000078652	-	protein_coding	-2112
#605	10	15257000	15258000	0.0079514206240137	3	ensssct00000079500	sccpdh-203	protein_coding	6419
#606	10	15544000	15545000	0.0079514206240137	0	-	-	-	-
#607	3	111376000	111377000	0.0079514206240137	0	-	-	-	-
#608	6	102215000	102216000	0.0079514206240137	0	-	-	-	-
#609	1	269764000	269765000	0.0079514206240137	0	-	-	-	-
#610	12	777000	778000	0.0079514206240137	4	ensssct00000085988	csnk1d-204	protein_coding	6172
#611	X	96521000	96522000	0.0079514206240137	0	-	-	-	-
#612	12	8429000	8430000	0.0079514206240137	2	ensssct00000076680	-	lncrna	350
#613	3	33733000	33734000	0.0079514206240137	0	-	-	-	-
#614	16	50638000	50639000	0.0079514206240137	1	ensssct00000090666	-	lncrna	-9967
#615	9	6797000	6798000	0.0079514206240137	3	ensssct00000016162	inppl1-201	protein_coding	-3931
#616	3	35058000	35059000	0.0079514206240137	0	-	-	-	-
#617	7	547000	548000	0.0079514206240137	0	-	-	-	-
#618	10	31971000	31972000	0.0079514206240137	2	ensssct00000064182	u6.753-201	snrna	378
#619	1	253705000	253706000	0.0079514206240137	1	ensssct00000091285	-	protein_coding	-9599
#620	15	47892000	47893000	0.0079514206240137	0	-	-	-	-
#621	3	104516000	104517000	0.0079514206240137	0	-	-	-	-
#622	14	61580000	61581000	0.0079514206240137	0	-	-	-	-
#623	11	8384000	8385000	0.008027528027528	0	-	-	-	-
#624	1	111483000	111484000	0.008027528027528	3	ensssct00000047039	ice2-201	protein_coding	5760
#625	6	78930000	78931000	0.008027528027528	0	-	-	-	-
#626	14	44658000	44659000	0.008027528027528	0	-	-	-	-
#627	15	79926000	79927000	0.008027528027528	0	-	-	-	-
#628	6	67991000	67992000	0.008027528027528	0	-	-	-	-
#629	8	41700000	41701000	0.008027528027528	0	-	-	-	-
#630	6	45101000	45102000	0.008027528027528	5	ensssct00000068211	upk1a-202	protein_coding	2021
#631	6	51341000	51342000	0.0080913148401483	0	-	-	-	-
#632	6	33784000	33785000	0.0080941681580471	1	ensssct00000073306	-	lncrna	-8052
#633	AEMK02000452.1	2221000	2222000	0.0081433577308271	5	ensssct00000086752	xrcc3-201	protein_coding	7208
#634	11	76070000	76071000	0.0081529611249404	0	-	-	-	-
#635	8	3825000	3826000	0.0083311842006599	2	ensssct00000038401	tada2b-201	protein_coding	2102
#636	6	47463000	47464000	0.0085344360126765	2	ensssct00000081674	-	protein_coding	0
#637	6	1990000	1991000	0.0085770053957069	0	-	-	-	-
#638	5	78603000	78604000	0.0086294360865343	0	-	-	-	-
#639	11	46237000	46238000	0.0086294360865343	0	-	-	-	-
#640	6	48891000	48892000	0.0086294360865343	0	-	-	-	-
#641	1	186293000	186294000	0.0086294360865343	0	-	-	-	-
#642	8	81375000	81376000	0.0087240625883831	0	-	-	-	-
#643	6	12144000	12145000	0.0087240625883831	1	ensssct00000003002	tmem231-201	protein_coding	-3313
#644	7	15961000	15962000	0.0087605161727139	0	-	-	-	-
#645	12	54377000	54378000	0.0087617760596376	0	-	-	-	-
#646	10	50749000	50750000	0.0089151873767258	0	-	-	-	-
#647	6	165425000	165426000	0.0089151873767258	1	ensssct00000089491	mast2-201	protein_coding	2913
#648	1	185969000	185970000	0.0089151873767258	0	-	-	-	-
#649	8	109884000	109885000	0.0089151873767258	0	-	-	-	-
#650	13	47326000	47327000	0.0089151873767258	0	-	-	-	-
#651	1	8004000	8005000	0.0089804946690994	0	-	-	-	-
#652	1	1723000	1724000	0.0090217631502035	0	-	-	-	-
#653	7	2511000	2512000	0.0090217631502035	2	ensssct00000080920	-	lncrna	-7225
#654	1	271811000	271812000	0.0090217631502035	0	-	-	-	-
#655	6	48944000	48945000	0.0093390359304944	8	ensssct00000003332	-	protein_coding	-1026
#656	7	27055000	27056000	0.0093390359304944	1	ensssct00000001659	klhl31-201	protein_coding	6044
#657	11	22019000	22020000	0.0093390359304944	0	-	-	-	-
#658	11	75020000	75021000	0.0093535407250907	0	-	-	-	-
#659	X	114684000	114685000	0.0094635903019136	1	ensssct00000086044	-	lncrna	5407
#660	14	109072000	109073000	0.0094635903019136	2	ensssct00000011517	marveld1-201	protein_coding	-2614
#661	3	5646000	5647000	0.0094635903019136	0	-	-	-	-
#662	2	41260000	41261000	0.0094635903019136	0	-	-	-	-
#663	6	16213000	16214000	0.0094635903019136	1	ensssct00000082143	-	lncrna	5606
#664	6	63098000	63099000	0.0094635903019136	6	ensssct00000054133	trim28-203	protein_coding	-3334
#665	10	62905000	62906000	0.0094635903019136	0	-	-	-	-
#666	2	140994000	140995000	0.0094635903019136	0	-	-	-	-
#667	17	32062000	32063000	0.0094635903019136	0	-	-	-	-
#668	9	56855000	56856000	0.0094635903019136	0	-	-	-	-
#669	4	65363000	65364000	0.0095038465819256	1	ensssct00000069972	-	lncrna	3638
#670	12	58051000	58052000	0.0095538201455317	0	-	-	-	-
#671	1	8217000	8218000	0.0095538201455317	2	ensssct00000073831	tagap-202	protein_coding	-5053
#672	2	111860000	111861000	0.0096035937594852	0	-	-	-	-
#673	11	76690000	76691000	0.0096035937594852	0	-	-	-	-
#674	17	62916000	62917000	0.0096035937594852	0	-	-	-	-
#675	8	134969000	134970000	0.0096035937594852	6	ensssct00000058278	gpat3-205	protein_coding	7130
#676	6	77657000	77658000	0.0096035937594852	1	ensssct00000089773	ubr4-202	protein_coding	-4546
#677	4	130759000	130760000	0.0096035937594852	0	-	-	-	-
#678	10	10680000	10681000	0.0096035937594852	0	-	-	-	-
#679	13	45625000	45626000	0.0096035937594852	0	-	-	-	-
#680	13	66206000	66207000	0.0096035937594852	1	ensssct00000012653	prrt3-201	protein_coding	4449
#681	9	27316000	27317000	0.0096901638507477	1	ensssct00000062732	ssc-mir-7143.1-201	mirna	-9779
#682	AEMK02000361.1	971000	972000	0.0096901638507477	0	-	-	-	-
#683	18	31939000	31940000	0.0096901638507477	0	-	-	-	-
#684	4	117707000	117708000	0.0096901638507477	0	-	-	-	-
#685	1	166714000	166715000	0.0096901638507477	1	ensssct00000068654	-	lncrna	8481
#686	13	195051000	195052000	0.0097088932067775	0	-	-	-	-
#687	13	107541000	107542000	0.0097088932067775	0	-	-	-	-
#688	13	21280000	21281000	0.0097088932067775	0	-	-	-	-
#689	14	6977000	6978000	0.0097088932067775	0	-	-	-	-
#690	12	34109000	34110000	0.0097088932067775	0	-	-	-	-
#691	10	68093000	68094000	0.0097088932067775	0	-	-	-	-
#692	11	16110000	16111000	0.0097088932067775	0	-	-	-	-
#693	11	66664000	66665000	0.0097088932067775	0	-	-	-	-
#694	13	106236000	106237000	0.0097088932067775	0	-	-	-	-
#695	14	49632000	49633000	0.0097088932067775	6	ensssct00000053617	ggt5-202	protein_coding	7422
#696	14	44772000	44773000	0.0097088932067775	1	ensssct00000091472	-	lncrna	7351
#697	16	66416000	66417000	0.0097088932067775	1	ensssct00000038906	-	processed_pseudogene	2750
#698	3	41047000	41048000	0.0097088932067775	7	ensssct00000008770	ciao3-201	protein_coding	-4907
#699	3	58166000	58167000	0.0097088932067775	1	ensssct00000009000	rnf103-201	protein_coding	-4696
#700	18	15767000	15768000	0.0097088932067775	0	-	-	-	-
#701	3	85629000	85630000	0.0097088932067775	0	-	-	-	-
#702	4	93114000	93115000	0.0097088932067775	0	-	-	-	-
#703	14	77390000	77391000	0.0097088932067775	0	-	-	-	-
#704	5	53677000	53678000	0.0097088932067775	0	-	-	-	-
#705	9	648000	649000	0.0097088932067775	0	-	-	-	-
#706	2	1875000	1876000	0.0097088932067775	0	-	-	-	-
#707	15	122042000	122043000	0.0097088932067775	0	-	-	-	-
#708	6	118822000	118823000	0.0097088932067775	2	ensssct00000050271	mapre2-202	protein_coding	-4053
#709	6	148937000	148938000	0.0097088932067775	0	-	-	-	-
#710	6	33319000	33320000	0.0097319637792431	0	-	-	-	-
#711	11	65233000	65234000	0.0097319637792431	3	ensssct00000026790	dnajc3-201	protein_coding	-2838
#712	6	30036000	30037000	0.0097319637792431	0	-	-	-	-
#713	2	42107000	42108000	0.009747455604148	0	-	-	-	-
#714	X	111893000	111894000	0.009747455604148	0	-	-	-	-
#715	12	42091000	42092000	0.0097607877176125	2	ensssct00000062145	tmem98-202	protein_coding	8477
#716	10	22852000	22853000	0.0097722123250946	0	-	-	-	-
#717	10	11922000	11923000	0.0099560097923838	1	ensssct00000067454	-	lncrna	6862
#718	6	73222000	73223000	0.0099560097923838	0	-	-	-	-
#719	11	66563000	66564000	0.0099560097923838	0	-	-	-	-
#720	15	137848000	137849000	0.0099632290320318	2	ensssct00000086513	-	lncrna	6033
#721	3	17588000	17589000	0.0099632290320318	0	-	-	-	-
