chromosome	start	end	n_samples	pvalue	adj_pvalue	neg_med	pos_med	ambiguous_med	unique_cpg_pos	labels	med_llr_list	raw_llr_list	raw_pos_list	comment
3	41978000	41979000	2	0.02797202797202797	0.04583298627835137	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[-2.285,2.17]	[[-3.64,-1.645,-1.97,1.65,-1.425,-0.48,-2.6,-6.41,-8.015,-5.26],[7.325,4.855,2.17,-2.395,-1.03]]	[[41978068,41978090,41978115,41978579,41978591,41978740,41978789,41978815,41978849,41978913],[41978068,41978090,41978115,41978789,41978913]]	Non-significant pvalue
3	42413000	42414000	2	0.1078921078921079	0.12550390785684903	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[-3.44,2.308]	[[-8.58,-6.48,0.13,-2.42,-5.01,-1.88,0.31,-4.46],[-6.72,-0.035,-1.86,5.7,9.7,4.65]]	[[42413020,42413052,42413151,42413179,42413243,42413376,42413440,42413807],[42413052,42413071,42413093,42413376,42413440,42413566]]	Non-significant pvalue
3	43744000	43745000	2	0.006993006993006993	0.018640163543280644	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[2.17,-4.505]	[[1.59,7.585,5.22,2.17,1.145],[-4.59,-5.535,-5.54,0.18,0.62,2.44,0.765,-4.505,-10.52]]	[[43744210,43744226,43744392,43744669,43744746],[43744210,43744226,43744278,43744333,43744392,43744550,43744583,43744746,43744779]]	Non-significant pvalue
3	44760000	44761000	2	0.017316017316017316	0.03221733463668948	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[-3.165,3.56]	[[-3.46,-3.515,-2.87,-9.31,-0.99,2.365],[3.56,8.04,3.885,-0.295,0.565]]	[[44760669,44760681,44760855,44760910,44760967,44760986],[44760303,44760855,44760910,44760967,44760986]]	Non-significant pvalue
3	45598000	45599000	2	0.018648018648018648	0.03348599943378604	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[2.495,-3.425]	[[-1.615,-0.76,2.495,4.545,3.05],[-1.73,-4.255,0.685,-6.815,-0.225,-2.595,-6.09,-6.43]]	[[45598003,45598026,45598365,45598607,45598619],[45598138,45598176,45598205,45598220,45598260,45598607,45598619,45598670]]	Non-significant pvalue
3	46094000	46095000	2	0.01767676767676768	0.03221733463668948	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[2.215,-2.56]	[[2.215,2.745,4.285,0.8,-1.495],[-0.85,-3.71,-0.69,-0.445,-4.15,-5.325,-2.56]]	[[46094098,46094121,46094230,46094244,46094278],[46094098,46094121,46094230,46094244,46094278,46094379,46094703]]	Non-significant pvalue
3	46097000	46098000	2	0.00023342670401493932	0.004791413012532785	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[-3.32,2.48]	[[-2.93,-4.82,-2.59,-0.76,-1.905,-3.32,-0.1,-4.43,-1.24,-4.04,-3.73,-3.81,-5.02],[-0.04,3.11,2.48,6.34,1.58]]	[[46097007,46097042,46097075,46097095,46097264,46097428,46097470,46097548,46097562,46097590,46097669,46097933,46097947],[46097095,46097548,46097562,46097590,46097947]]	Significant pvalue
3	46704000	46705000	2	0.09432672590567327	0.11294352823588205	1	1	0	18	["01_lean_SGLT2","02_lean_control"]	[3.25,-2.98]	[[6.63,3.42,3.25,-2.6,-7.52],[-21.7,-0.98,-5.12,-9.24,-1.745,-6.02,-7.62,-3.11,-2.4,-10.01,-1.715,0.13,-2.21,-3.9,-6.43,-2.185,-1.44,-2.85]]	[[46704154,46704175,46704362,46704740,46704778],[46704060,46704091,46704111,46704135,46704154,46704175,46704193,46704280,46704362,46704559,46704612,46704659,46704677,46704740,46704778,46704936,46704962,46704994]]	Non-significant pvalue
3	46748000	46749000	2	0.004795204795204795	0.014422079821319366	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[2.13,-8.42]	[[5.975,5.795,6.175,-1.535,-1.885,-4.165],[-15.11,-11.585,-29.455,-14.985,-4.565,-8.42,-7.99,-2.8,-0.105]]	[[46748542,46748566,46748582,46748739,46748878,46748975],[46748239,46748266,46748301,46748524,46748542,46748566,46748582,46748605,46748878]]	Non-significant pvalue
3	47391000	47392000	2	0.008658008658008658	0.020284186459573344	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[3.065,-2.85]	[[3.065,3.16,3.29,-1.075,1.08],[-0.835,-2.55,-5.26,-3.15,-2.42,-17.4]]	[[47391062,47391074,47391141,47391213,47391406],[47391037,47391074,47391406,47391582,47391889,47391963]]	Non-significant pvalue
3	47586000	47587000	2	0.1078921078921079	0.12550390785684903	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[-2.47,2.54]	[[-8.74,-4.32,0.63,-5.45,-0.62,0.06],[-2.03,-7.275,2.23,-3.895,10.81,13.465,2.85,5.45]]	[[47586023,47586171,47586218,47586308,47586337,47586661],[47586023,47586218,47586808,47586827,47586845,47586898,47586922,47586964]]	Non-significant pvalue
3	47643000	47644000	2	0.025574425574425574	0.04276822543207321	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[-2.86,4.77]	[[-2.76,-2.86,-0.84,-5.885,-0.555,-0.81,-5.64,-7.64,-3.175],[-1.25,-3.005,8.165,21.87,1.375,13.69]]	[[47643003,47643150,47643183,47643202,47643479,47643506,47643903,47643928,47643960],[47643003,47643018,47643150,47643183,47643202,47643713]]	Non-significant pvalue
3	47650000	47651000	2	0.09923409923409923	0.11728677249782965	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[2.27,-2.08]	[[0.37,4.3,4.305,2.27,-8.005],[-3.035,-3.77,-0.86,0.07,-1.0,1.02,-4.15,-1.85,-2.31,-2.36]]	[[47650000,47650641,47650678,47650778,47650900],[47650000,47650138,47650295,47650336,47650492,47650512,47650583,47650900,47650969,47650988]]	Non-significant pvalue
3	48864000	48865000	2	0.0008684126331185155	0.006592509336491925	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[3.062,-2.705]	[[3.595,2.38,10.42,3.3,7.0,2.825,-0.79,-1.51],[-2.79,-4.91,-4.12,-2.09,0.27,0.965,-2.62,-1.35,-7.37,-7.44]]	[[48864001,48864221,48864552,48864574,48864595,48864624,48864859,48864885],[48864001,48864221,48864318,48864344,48864381,48864574,48864595,48864624,48864859,48864885]]	Significant pvalue
3	49504000	49505000	2	0.0005653442512734608	0.005817367760943924	1	1	0	18	["01_lean_SGLT2","02_lean_control"]	[3.248,-2.718]	[[6.18,3.475,5.405,4.09,1.335,3.02,1.07,1.005],[-3.95,-6.23,-21.615,-3.715,-6.23,3.615,-17.52,-1.46,-0.025,-0.34,-1.72,-4.94,-0.09,0.615]]	[[49504013,49504326,49504348,49504390,49504430,49504498,49504529,49504894],[49504062,49504107,49504124,49504326,49504348,49504430,49504631,49504684,49504726,49504748,49504762,49504793,49504894,49504995]]	Significant pvalue
3	49510000	49511000	2	0.019314019314019312	0.0343505098985706	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[2.242,-6.82]	[[0.92,0.77,2.755,4.39,2.44,2.045,4.59,-5.92,-7.81,2.745],[-9.845,-0.16,-6.91,-6.82,-0.82]]	[[49510067,49510084,49510137,49510178,49510198,49510231,49510256,49510343,49510391,49510915],[49510256,49510343,49510391,49510817,49510915]]	Non-significant pvalue
3	49906000	49907000	2	0.09386169386169387	0.1129195434898857	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-2.42,4.44]	[[-3.4,-1.095,-5.62,-7.37,-2.17,-1.97,-2.67,-1.65],[-6.51,12.13,4.855,8.56,4.255,-4.23,4.44]]	[[49906129,49906164,49906188,49906217,49906230,49906249,49906323,49906394],[49906129,49906164,49906188,49906217,49906230,49906323,49906394]]	Non-significant pvalue
3	50203000	50204000	2	0.010878010878010878	0.02363875440798518	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[-4.052,2.72]	[[-5.755,-4.84,-6.61,-4.085,-1.545,-2.66,-0.34,-4.02],[2.92,2.72,-0.23,3.93,-2.69]]	[[50203142,50203160,50203303,50203551,50203563,50203651,50203704,50203778],[50203016,50203061,50203142,50203160,50203651]]	Non-significant pvalue
3	54494000	54495000	2	0.042624042624042624	0.060666878480643664	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-4.1,2.63]	[[-6.53,-7.21,-3.75,-1.115,-1.62,-4.45],[-4.16,-4.135,-3.015,4.55,2.24,3.02,5.47,5.705]]	[[54494309,54494323,54494338,54494540,54494568,54494807],[54494309,54494323,54494338,54494540,54494568,54494807,54494874,54494968]]	Non-significant pvalue
3	54754000	54755000	2	0.0025252525252525255	0.010217262135420704	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-3.745,2.04]	[[-2.65,-3.04,-7.88,-3.34,-4.5,-6.925,-3.745],[1.015,-0.61,14.84,6.93,2.04]]	[[54754167,54754267,54754452,54754571,54754584,54754744,54754797],[54754571,54754584,54754678,54754744,54754797]]	Non-significant pvalue
3	54795000	54796000	2	0.08225108225108226	0.10106501912327155	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-8.098,3.035]	[[-11.71,-12.9,-12.965,-1.915,-4.485,4.975],[-1.985,3.65,3.035,0.05,13.845]]	[[54795507,54795535,54795575,54795610,54795643,54795659],[54795085,54795243,54795610,54795643,54795659]]	Non-significant pvalue
3	55776000	55777000	2	0.012654012654012654	0.02611695762380694	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[-2.675,2.708]	[[-3.245,-13.455,0.365,0.33,-0.815,-2.105,-8.6,-4.915],[3.79,5.91,1.625,6.125,0.165,-1.295]]	[[55776026,55776054,55776084,55776608,55776705,55776736,55776776,55776801],[55776026,55776054,55776736,55776776,55776801,55776997]]	Non-significant pvalue
3	56030000	56031000	2	0.17748917748917747	0.19192609623231632	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[3.38,-2.71]	[[-3.105,-2.88,6.11,4.48,3.38],[-2.35,-3.175,2.76,-4.7,-0.125,-3.07]]	[[56030106,56030150,56030267,56030619,56030685],[56030106,56030526,56030619,56030685,56030881,56030908]]	Non-significant pvalue
3	57036000	57037000	2	0.24675324675324672	0.2581770081770081	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[-2.695,3.25]	[[-10.25,-0.115,0.48,-3.4,-1.99,-3.78],[5.215,3.25,6.56,-8.93,-3.08]]	[[57036069,57036084,57036174,57036192,57036219,57036976],[57036341,57036454,57036484,57036521,57036569]]	Non-significant pvalue
3	58166000	58167000	2	0.0021645021645021645	0.00970889320677755	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[2.41,-2.73]	[[3.18,2.01,2.81,0.585,1.58,5.36],[-0.915,-4.725,-3.59,-1.87,-0.84,-4.09]]	[[58166208,58166270,58166294,58166374,58166452,58166639],[58166089,58166208,58166270,58166294,58166452,58166639]]	Significant pvalue
3	58438000	58439000	2	0.002331002331002331	0.010034410034410034	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[2.2,-5.195]	[[-3.08,0.55,3.87,0.285,2.61,4.65,2.2],[-4.82,-5.31,-5.08,-6.205,-6.4,-2.96]]	[[58438118,58438167,58438196,58438535,58438821,58438868,58438919],[58438017,58438118,58438167,58438196,58438737,58438919]]	Non-significant pvalue
3	59684000	59685000	2	0.008658008658008658	0.020284186459573344	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-3.205,3.028]	[[-3.205,1.285,-9.065,-5.62,-2.97],[6.015,4.645,3.4,1.82,2.655,-0.55]]	[[59684081,59684214,59684247,59684806,59684836],[59684081,59684183,59684197,59684214,59684247,59684465]]	Non-significant pvalue
3	68158000	68159000	2	0.06656871276380505	0.0853071718042443	1	1	0	18	["01_lean_SGLT2","02_lean_control"]	[3.11,-2.53]	[[-1.585,-1.72,3.11,-0.19,3.57,3.505,-5.38,-10.065,4.8,5.645,8.11],[3.72,-2.925,-8.66,-2.53,-15.46,-5.075,-5.28,-2.155,-1.15,4.05,1.52,-2.145,1.76,-3.19,-4.32,-2.94,0.4]]	[[68158112,68158279,68158301,68158317,68158341,68158379,68158536,68158567,68158612,68158647,68158731],[68158243,68158279,68158301,68158317,68158341,68158379,68158501,68158536,68158567,68158612,68158647,68158731,68158785,68158855,68158879,68158933,68158994]]	Non-significant pvalue
3	68296000	68297000	2	0.009372979961215255	0.021568078979843683	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[2.595,-3.358]	[[0.325,-1.94,3.61,2.595,5.23],[-6.75,-1.82,-0.31,-3.77,-6.215,-3.645,3.1,-1.375,-3.07,-4.035,-4.73,-2.985]]	[[68296213,68296234,68296270,68296313,68296395],[68296109,68296183,68296213,68296234,68296270,68296313,68296395,68296424,68296463,68296497,68296532,68296559]]	Non-significant pvalue
3	68489000	68490000	2	0.05194805194805195	0.07024087024087025	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[-3.735,2.045]	[[-4.89,-3.735,-5.22,-0.82,0.81],[0.42,6.765,3.67,-2.91,-0.08,3.83]]	[[68489229,68489271,68489417,68489442,68489716],[68489214,68489229,68489271,68489417,68489442,68489716]]	Non-significant pvalue
3	69599000	69600000	2	3.685684800235884e-05	0.002746913037315643	1	1	0	15	["01_lean_SGLT2","02_lean_control"]	[-2.86,5.833]	[[-7.565,-18.755,-0.43,-7.69,-7.075,-1.625,-7.12,-1.525,-0.02,-0.45,-1.22,-1.34,-2.89,-2.86,-8.865],[11.87,2.91,8.425,3.24,2.82,8.62]]	[[69599021,69599045,69599065,69599092,69599117,69599177,69599220,69599278,69599309,69599328,69599340,69599374,69599436,69599973,69599992],[69599021,69599045,69599065,69599092,69599117,69599177]]	Significant pvalue
3	70304000	70305000	2	0.0009872480460715754	0.006768392207364369	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[-3.963,4.335]	[[-7.165,-6.38,-5.045,-5.03,-2.06,-0.565,0.89,-2.895],[-2.345,3.055,4.47,4.335,0.615,2.175,12.115,5.535,6.92]]	[[70304158,70304176,70304197,70304213,70304243,70304281,70304308,70304327],[70304120,70304158,70304176,70304197,70304213,70304243,70304281,70304308,70304327]]	Significant pvalue
3	71026000	71027000	2	0.007492507492507492	0.019663074095422464	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[-4.645,2.545]	[[-12.5,-2.81,-6.48,2.02,-2.44,-0.34,-10.44,-7.995,-9.96,2.54],[-0.805,0.025,3.03,3.01,5.58,2.08]]	[[71026005,71026046,71026080,71026123,71026142,71026173,71026199,71026257,71026295,71026317],[71026046,71026080,71026199,71026257,71026295,71026317]]	Non-significant pvalue
3	71607000	71608000	2	0.0162163284475037	0.031114895820437662	1	1	0	14	["01_lean_SGLT2","02_lean_control"]	[2.675,-3.775]	[[3.785,0.69,-1.835,2.675,-1.95,5.615,9.315,7.585,0.295],[6.385,3.21,-3.775,-15.54,-4.36,-2.325,-3.81,-4.34,0.8,-14.2,-10.075,0.22,1.46]]	[[71607353,71607383,71607397,71607424,71607447,71607490,71607517,71607542,71607646],[71607002,71607061,71607266,71607325,71607353,71607383,71607397,71607424,71607447,71607490,71607517,71607542,71607881]]	Non-significant pvalue
3	71705000	71706000	2	0.03443887539411729	0.05151990626335088	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[2.03,-5.93]	[[-0.37,4.04,3.65,-2.2,2.03],[-6.72,-1.91,-6.57,-5.93,1.77,-5.93,-1.935]]	[[71705026,71705056,71705085,71705908,71705966],[71705554,71705659,71705726,71705783,71705807,71705908,71705966]]	Non-significant pvalue
3	71739000	71740000	2	0.05555555555555555	0.07317975760939957	1	1	0	5	["01_lean_SGLT2","02_lean_control"]	[2.115,-2.28]	[[2.91,8.39,2.115,1.94,1.36],[2.76,-2.28,-3.89,0.33,-2.44]]	[[71739381,71739738,71739758,71739786,71739808],[71739381,71739738,71739758,71739786,71739808]]	Non-significant pvalue
3	72138000	72139000	2	0.008658008658008658	0.020284186459573344	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[-2.1,2.235]	[[-1.145,-4.09,-2.89,-2.57,-1.63,1.53],[-0.475,2.215,9.73,2.995,2.235]]	[[72138452,72138499,72138548,72138564,72138658,72138702],[72138326,72138452,72138499,72138548,72138564]]	Non-significant pvalue
3	72985000	72986000	2	0.11492673992673993	0.13246929148568495	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[-2.06,4.1]	[[0.325,-2.06,1.54,-7.3,-4.79],[-6.36,1.31,-1.565,-0.185,4.1,5.08,7.66,5.35,10.335,5.815,-5.08]]	[[72985371,72985383,72985580,72985620,72985915],[72985024,72985383,72985580,72985620,72985658,72985702,72985732,72985744,72985784,72985884,72985915]]	Non-significant pvalue
3	73220000	73221000	2	0.12742812742812742	0.14404522871832626	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[2.195,-2.745]	[[-4.885,11.46,7.41,4.4,7.705,-2.535,-2.69,-0.01],[-2.745,-3.185,-2.06,-4.53,-1.905]]	[[73220100,73220206,73220488,73220502,73220588,73220691,73220812,73220864],[73220206,73220488,73220502,73220588,73220918]]	Non-significant pvalue
3	75317000	75318000	2	0.12554112554112554	0.14252318665666353	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[-2.19,8.07]	[[-2.915,-2.19,0.49,2.77,-4.56],[14.435,7.725,12.385,-3.32,0.12,8.415]]	[[75317499,75317660,75317936,75317960,75317982],[75317821,75317865,75317901,75317936,75317960,75317982]]	Non-significant pvalue
3	76341000	76342000	2	0.09523809523809523	0.11294352823588205	1	1	0	7	["01_lean_SGLT2","02_lean_control"]	[-6.14,2.635]	[[0.315,0.705,-7.38,-6.14,-6.15],[3.29,3.28,2.635,-0.44,-1.56]]	[[76341189,76341221,76341552,76341624,76341839],[76341552,76341624,76341765,76341839,76341883]]	Non-significant pvalue
3	77306000	77307000	2	0.002619671350321505	0.010531944285155326	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[2.01,-3.215]	[[-2.615,2.01,1.33,2.25,-2.35,3.07,10.275],[0.34,-4.335,-3.47,-2.735,-1.82,-12.06,-8.315,-13.4,-5.915,-2.09,0.35,-2.96]]	[[77306042,77306457,77306612,77306632,77306646,77306758,77306774],[77306457,77306612,77306632,77306646,77306758,77306774,77306843,77306876,77306898,77306911,77306933,77306967]]	Non-significant pvalue
3	78880000	78881000	2	0.030303030303030304	0.04690743046907431	1	1	0	8	["01_lean_SGLT2","02_lean_control"]	[2.938,-3.145]	[[1.87,-1.49,-1.19,5.33,4.005,9.565],[-13.03,-3.145,-7.545,-1.29,1.33]]	[[78880305,78880319,78880344,78880373,78880391,78880418],[78880373,78880391,78880418,78880473,78880670]]	Non-significant pvalue
3	78900000	78901000	2	0.18115218115218118	0.19488796367409086	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[2.015,-3.558]	[[0.615,-2.98,-7.525,10.015,3.415,6.24],[-4.59,4.375,-1.435,-6.095,-8.24,-5.89,-0.505,-2.525]]	[[78900407,78900733,78900769,78900921,78900938,78900960],[78900235,78900319,78900733,78900769,78900889,78900921,78900938,78900960]]	Non-significant pvalue
3	79762000	79763000	2	0.031746031746031744	0.04815169915841056	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[2.685,-2.22]	[[-1.06,2.685,6.545,3.68,-0.83],[-1.96,-7.355,2.595,-2.22,-4.92]]	[[79762509,79762575,79762690,79762717,79762952],[79762313,79762509,79762575,79762690,79762717]]	Non-significant pvalue
3	79947000	79948000	2	0.15079365079365079	0.16560607813644954	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[-4.15,2.25]	[[-4.15,-7.43,-1.17,-7.525,5.49],[-1.035,2.715,2.25,3.47,-0.09]]	[[79947218,79947236,79947251,79947285,79947781],[79947175,79947236,79947251,79947285,79947781]]	Non-significant pvalue
3	80810000	80811000	2	0.015873015873015872	0.030604644864242667	1	1	0	5	["01_lean_SGLT2","02_lean_control"]	[3.51,-4.09]	[[4.27,3.51,0.59,3.71,-1.145],[-5.17,-0.21,-4.09,-4.71,-3.76]]	[[80810016,80810065,80810769,80810798,80810822],[80810016,80810065,80810769,80810798,80810822]]	Non-significant pvalue
3	82767000	82768000	2	0.008658008658008658	0.020284186459573344	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[3.31,-3.588]	[[3.11,-1.765,4.66,6.27,3.31],[-3.69,-1.0,-3.715,-3.73,-3.485,-3.1]]	[[82767333,82767374,82767802,82767822,82767890],[82767333,82767374,82767784,82767802,82767822,82767890]]	Non-significant pvalue
3	85629000	85630000	2	0.0021645021645021645	0.00970889320677755	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[-2.888,2.018]	[[-1.01,-0.59,-3.68,-3.475,-3.3,-2.475],[0.755,2.695,0.73,6.045,7.125,1.34]]	[[85629155,85629195,85629471,85629805,85629824,85629851],[85629471,85629824,85629851,85629889,85629929,85629962]]	Significant pvalue
3	85693000	85694000	2	0.006993006993006993	0.018640163543280644	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[2.99,-5.57]	[[3.895,2.99,5.08,-1.11,-3.09],[-2.88,-5.59,-0.7,-5.57,-7.3,-5.68,-5.42,-3.51,-5.6]]	[[85693362,85693733,85693778,85693801,85693813],[85693162,85693650,85693692,85693706,85693733,85693778,85693801,85693813,85693870]]	Non-significant pvalue
3	85949000	85950000	2	0.04112554112554113	0.05941607859416079	1	1	0	9	["01_lean_SGLT2","02_lean_control"]	[2.43,-2.09]	[[4.05,1.86,3.0,4.145,-6.55,-0.2],[-1.565,-13.97,-2.615,-1.45,-2.7,-1.51]]	[[85949424,85949437,85949614,85949635,85949668,85949976],[85949179,85949349,85949388,85949614,85949635,85949668]]	Non-significant pvalue
3	86748000	86749000	2	0.004740357681534152	0.014353715118533472	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[-2.198,2.73]	[[-0.01,-6.455,-2.025,-0.23,-0.93,-2.37,-9.8,-12.25,2.245,-0.3,-3.205,-2.57],[3.845,2.065,3.395,0.795,4.18,-1.37]]	[[86748013,86748303,86748336,86748367,86748378,86748390,86748407,86748435,86748476,86748623,86748720,86748972],[86748303,86748336,86748367,86748378,86748390,86748896]]	Non-significant pvalue
3	87155000	87156000	2	0.018648018648018648	0.03348599943378604	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[-4.905,2.462]	[[-4.905,-10.28,-3.11,-5.53,-1.915],[-0.665,2.195,2.88,5.22,-4.29,5.13,2.73,-3.91]]	[[87155000,87155044,87155073,87155088,87155866],[87155073,87155088,87155424,87155463,87155538,87155558,87155587,87155866]]	Non-significant pvalue
3	87573000	87574000	2	0.24675324675324672	0.2581770081770081	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[-3.72,2.19]	[[-3.7,-0.2,-4.425,0.92,-3.75,-3.74],[-11.425,2.83,-0.48,6.425,2.19]]	[[87573114,87573218,87573237,87573312,87573489,87573898],[87573114,87573218,87573237,87573312,87573898]]	Non-significant pvalue
3	87615000	87616000	2	0.11788211788211789	0.13562873490146218	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[2.288,-2.08]	[[-4.285,1.7,4.325,2.875,5.895,-2.16],[-2.17,-0.76,-0.04,-3.475,-2.46,-2.32,-3.0,0.885,0.54,-1.99]]	[[87615164,87615210,87615330,87615351,87615672,87615828],[87615010,87615164,87615210,87615330,87615351,87615381,87615414,87615672,87615705,87615828]]	Non-significant pvalue
3	92168000	92169000	2	0.17748917748917747	0.19192609623231632	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[3.92,-4.52]	[[4.5,-1.0,6.91,3.92,-8.855],[-0.58,-2.16,-2.55,-7.92,-8.79,-6.49]]	[[92168235,92168395,92168421,92168523,92168888],[92168235,92168350,92168395,92168421,92168523,92168888]]	Non-significant pvalue
3	92304000	92305000	2	0.030303030303030304	0.04690743046907431	1	1	0	6	["01_lean_SGLT2","02_lean_control"]	[-2.125,3.75]	[[-3.27,-2.795,0.635,-1.455,-0.11,-3.565],[3.845,9.845,3.75,3.695,-2.38]]	[[92304037,92304085,92304109,92304122,92304407,92304517],[92304037,92304085,92304109,92304122,92304407]]	Non-significant pvalue
3	92890000	92891000	2	0.00034965034965034965	0.005105204525143057	1	1	0	12	["01_lean_SGLT2","02_lean_control"]	[-2.63,4.375]	[[-1.11,-2.63,-2.305,-1.545,-3.69,-19.97,-13.08,-4.76,-1.43],[-1.425,4.375,4.97,2.59,4.7,4.715,-0.38]]	[[92890090,92890499,92890526,92890574,92890747,92890839,92890864,92890948,92890969],[92890090,92890262,92890499,92890526,92890574,92890658,92890669]]	Significant pvalue
3	93140000	93141000	2	0.0086996336996337	0.020284186459573344	1	1	0	13	["01_lean_SGLT2","02_lean_control"]	[3.255,-3.445]	[[-0.43,3.945,3.325,3.255,-1.42],[-1.045,-6.23,-0.31,-3.37,0.38,-10.12,-6.19,-10.75,-2.985,-3.445,-4.325]]	[[93140184,93140206,93140223,93140452,93140466],[93140184,93140206,93140223,93140751,93140789,93140808,93140836,93140876,93140914,93140941,93140960]]	Non-significant pvalue
3	93195000	93196000	2	0.04797979797979798	0.0665533015379574	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[-3.865,5.27]	[[1.46,-6.795,-7.705,-0.685,-3.865,-6.945,-0.45],[0.67,12.05,-4.15,7.9,5.27]]	[[93195258,93195670,93195690,93195814,93195856,93195884,93195974],[93195258,93195339,93195374,93195398,93195415]]	Non-significant pvalue
3	93259000	93260000	2	4.570592805886923e-05	0.002746913037315643	1	1	0	11	["01_lean_SGLT2","02_lean_control"]	[2.03,-3.623]	[[1.25,-0.315,-0.425,1.29,3.93,2.77,5.12,3.43],[-4.525,-10.05,-5.55,-6.83,-1.81,-1.28,-2.72,-5.92,-1.63,-0.865]]	[[93259557,93259590,93259611,93259633,93259662,93259708,93259744,93259762],[93259590,93259611,93259633,93259662,93259708,93259744,93259762,93259878,93259913,93259947]]	Significant pvalue
3	93480000	93481000	2	0.0014700783579502115	0.007938677536090285	1	1	0	17	["01_lean_SGLT2","02_lean_control"]	[2.292,-3.88]	[[10.43,2.57,-4.85,-0.8,2.015,-1.23,5.715,4.395],[-2.59,0.01,2.03,-2.575,-5.06,-6.215,-2.06,-17.74,-3.88,-2.035,-6.725,0.31,-5.565,-10.9,-1.685,-8.015,-5.51]]	[[93480074,93480147,93480324,93480608,93480663,93480679,93480726,93480784],[93480074,93480147,93480324,93480495,93480516,93480538,93480608,93480663,93480679,93480726,93480755,93480784,93480811,93480842,93480872,93480898,93480952]]	Significant pvalue
3	93599000	93600000	2	0.005069309556701599	0.014771789344676349	1	1	0	22	["01_lean_SGLT2","02_lean_control"]	[2.15,-2.4]	[[0.49,4.17,-1.645,2.15,1.57,4.57,3.015,0.32,2.855,4.065,2.585,6.16,-0.8,-0.51,-1.425],[0.24,-0.79,0.55,-2.4,-2.37,-5.445,-6.975,6.41,-5.625,-3.99,-9.255]]	[[93599134,93599146,93599157,93599199,93599347,93599364,93599397,93599439,93599480,93599504,93599517,93599622,93599652,93599664,93599681],[93599134,93599146,93599157,93599199,93599779,93599837,93599854,93599868,93599898,93599966,93599986]]	Non-significant pvalue
3	93602000	93603000	2	0.02247752247752248	0.03829772812002214	1	1	0	10	["01_lean_SGLT2","02_lean_control"]	[2.625,-4.708]	[[3.5,2.19,-8.52,3.265,3.06,1.94],[0.59,-12.76,-7.23,-1.71,-6.065,-3.35,-7.675,-6.845,1.305,-2.03]]	[[93602708,93602836,93602880,93602905,93602939,93602969],[93602020,93602325,93602465,93602662,93602708,93602836,93602880,93602905,93602939,93602969]]	Non-significant pvalue
